region,regunit,dweight,pweight,ppltrst,pplfair,pplhlp,sclmeet,inprdsc,sclact,imbgeco,imueclt,imwbcnt,trstprl,trstlgl,trstplt,trstprt,stfgov,stfdem,stfedu,stfhlth,unique_id,nuts1,nuts2,nuts3,F1W,F2W,F3W,F4W,F5W,F1W_scaled,F2W_scaled,F3W_scaled,F4W_scaled,F5W_scaled
ITC,1,0.92492074,1.8029006,2,3,3,3,2,3,5,2,3,5,8,6,3,3,3,4,4,IT65046,ITC,NA,NA,-1.298,-0.252,-1.175,1.109,-0.468,0.4028802880288029,0.45683610867659946,0.39786181304117335,0.5419511318720804,0.4435895291461069
ITF,1,0.9633024,1.8029006,5,5,6,5,2,2,7,6,6,6,7,7,6,7,7,7,7,IT65098,ITF,NA,NA,1.043,-0.13,1.312,2.736,2.687,0.6135913591359137,0.4835670464504821,0.6176002827354656,0.6881063600431189,0.7074517019319226
ITI,1,0.93299425,1.8029006,0,1,1,5,3,3,7,7,8,2,5,1,2,0,7,6,5,IT65106,ITI,NA,NA,-3.066,0.192,1.896,-1.987,-1.286,0.24374437443744376,0.5541191936897459,0.6691995052129351,0.26383399209486164,0.37517772016392076
ITH,1,0.95501965,1.8029006,6,5,6,6,1,3,0,0,0,7,6,6,6,7,8,7,6,IT65117,ITH,NA,NA,0.667,0.149,-3.894,2.169,2.079,0.5797479747974797,0.5446976336546889,0.15762502208870824,0.6371721164211281,0.6566028267960191
ITF,1,0.9633024,1.8029006,5,5,7,2,2,3,6,6,4,4,6,3,3,3,5,4,5,IT65127,ITF,NA,NA,0.906,-0.295,0.36,-0.198,-0.239,0.6012601260126013,0.44741454864154256,0.5334864817105496,0.4245418613007545,0.46274149034038636
ITC,1,0.93679553,1.8029006,2,3,4,7,6,5,0,0,0,5,6,5,5,5,5,4,5,IT65149,ITC,NA,NA,-0.94,1.853,-3.529,1.342,0.653,0.4351035103510351,0.9180543382997371,0.1898745361371267,0.5628817822493711,0.5373421426779292
ITF,1,0.93809986,1.8029006,5,6,7,6,6,3,2,5,6,5,7,0,2,5,5,5,7,IT65153,ITF,NA,NA,1.246,0.988,0.01,-1.545,0.231,0.6318631863186318,0.7285276073619632,0.5025622901572716,0.3035393460294646,0.5020490089487329
ITC,1,0.9341059,1.8029006,0,0,7,4,4,3,6,0,0,1,5,0,0,6,5,3,4,IT65220,ITC,NA,NA,-2.151,0.094,-2.563,-2.531,-0.263,0.32610261026102616,0.532646801051709,0.27522530482417384,0.21496586417535032,0.4607342979008112
ITI,1,0.91473186,1.8029006,8,6,4,4,2,3,5,5,5,5,3,3,1,5,5,5,6,IT65255,ITI,NA,NA,1.243,0.026,0.171,-0.952,-0.092,0.6315931593159316,0.5177475898334793,0.5167874182717795,0.3568091987064319,0.47503554403278414
ITC,1,0.9341059,1.8029006,7,7,7,6,3,2,7,6,7,8,7,6,7,6,6,7,7,IT65263,ITC,NA,NA,2.456,0.266,1.857,2.828,2.395,0.7407740774077408,0.570333041191937,0.6657536667255699,0.6963708228530363,0.6830308605837584
ITG,1,0.91477346,1.8029006,3,0,0,4,3,2,5,5,5,0,8,0,1,5,5,5,6,IT65275,ITG,NA,NA,-2.506,-0.558,0.186,-1.943,0.076,0.29414941494149416,0.3897896581945662,0.5181127407669199,0.26778656126482214,0.4890858911098101
ITC,1,2.0399725,1.8029006,5,2,0,7,1,3,0,0,0,5,0,0,0,5,5,0,0,IT65294,ITC,NA,NA,-1.564,0.281,-3.707,-2.246,-1.189,0.378937893789379,0.5736196319018405,0.17414737586145965,0.24056773266259432,0.38329012294053694
ITH,1,0.95501965,1.8029006,4,5,6,5,4,3,6,5,5,5,5,4,4,5,4,5,6,IT65326,ITH,NA,NA,0.136,0.446,0.188,0.428,-0.085,0.531953195319532,0.6097721297107801,0.5182894504329386,0.4807761408551922,0.47562097516099355
ITH,1,0.95501965,1.8029006,5,5,5,6,5,3,6,6,6,4,5,3,3,3,3,4,5,IT65327,ITH,NA,NA,0.203,0.793,0.765,-0.46,-1.315,0.537983798379838,0.6858019281332165,0.5692701890793426,0.40100610851598995,0.37275236263276745
ITG,1,0.7701326,1.8029006,3,3,6,5,2,3,7,6,6,5,7,5,5,2,2,3,2,IT65353,ITG,NA,NA,-0.224,0.116,1.297,1.573,-1.112,0.49954995499549953,0.537467134092901,0.6162749602403251,0.5836327703916636,0.3897298653508405
ITC,1,0.93679553,1.8029006,7,6,8,6,4,3,7,7,6,2,1,0,1,8,9,2,0,IT65377,ITC,NA,NA,2.123,0.787,1.738,-1.907,1.25,0.7108010801080109,0.684487291849255,0.6552394415974554,0.2710204814947898,0.587271054612361
ITC,1,0.9341059,1.8029006,9,9,9,6,2,3,1,5,1,2,7,3,3,3,5,3,2,IT65380,ITC,NA,NA,3.571,0.535,-1.561,-0.315,-0.486,0.8411341134113413,0.6292725679228748,0.3637568474995582,0.4140316205533596,0.44208413481642556
ITI,1,0.91473186,1.8029006,8,5,6,6,3,3,6,5,8,8,8,6,5,7,7,7,6,IT65396,ITI,NA,NA,1.71,0.598,1.451,1.848,1.966,0.6736273627362737,0.6430762489044698,0.6298816045237674,0.6083363277039165,0.6471522957263528
ITG,1,0.91477346,1.8029006,5,4,5,6,2,3,5,4,5,2,5,1,1,3,5,7,6,IT65412,ITG,NA,NA,0.279,0.263,0.042,-1.295,-0.01,0.5448244824482449,0.5696757230499562,0.5053896448135713,0.32599712540424003,0.4818934515346659
ITF,1,0.93809986,1.8029006,3,3,3,6,1,3,6,6,5,5,2,0,0,3,5,6,7,IT65445,ITF,NA,NA,-1.064,0.236,0.605,-2.182,-0.414,0.423942394239424,0.5637598597721298,0.5551334157978441,0.24631692418253684,0.448105712135151
ITG,1,0.9552881,1.8029006,7,5,0,4,2,3,0,3,1,0,6,0,0,0,5,3,3,IT65446,ITG,NA,NA,-0.146,-0.199,-2.576,-2.38,-1.919,0.5065706570657066,0.4684487291849256,0.27407669199505214,0.2285303629177147,0.32223801957012627
ITF,1,0.92311436,1.8029006,6,6,6,7,0,1,4,7,3,3,4,2,2,1,6,5,2,IT65452,ITF,NA,NA,1.168,-0.47,-0.09,-1.036,-0.917,0.6248424842484249,0.409070990359334,0.4937268068563351,0.3492633848365074,0.40603830392238854
ITI,1,0.9127833,1.8029006,4,3,3,4,1,3,4,4,4,4,3,4,4,7,7,7,8,IT65453,ITI,NA,NA,-0.889,-0.239,-0.651,0.282,1.616,0.4396939693969397,0.4596844872918493,0.44415974553808096,0.46766079770032337,0.6178807393158818
ITC,1,0.93679553,1.8029006,6,5,2,5,0,2,5,0,2,1,5,0,0,7,5,1,5,IT65461,ITC,NA,NA,-0.027,-0.563,-2.062,-2.464,-0.001,0.5172817281728173,0.3886941279579317,0.31949107616186606,0.22098454904779016,0.4826461486995065
ITI,1,0.93299425,1.8029006,7,5,6,6,2,2,0,0,2,4,7,1,3,8,9,7,7,IT65471,ITI,NA,NA,0.951,-0.151,-3.129,-1.167,1.923,0.6053105310531053,0.4789658194566171,0.22521646934087294,0.33749550844412507,0.6435560759387806
ITG,1,0.91477346,1.8029006,3,3,3,3,3,3,2,2,3,3,3,2,3,2,2,3,2,IT65480,ITG,NA,NA,-1.142,-0.273,-1.84,-0.484,-1.762,0.41692169216921693,0.45223488168273446,0.33910584908994523,0.3988501616960115,0.3353684034456803
ITF,1,2.0648596,1.8029006,6,7,6,6,3,3,7,8,7,4,6,2,2,2,4,6,5,IT65518,ITF,NA,NA,1.692,0.686,2.125,-0.886,-0.672,0.672007200720072,0.6623575810692375,0.6894327619720799,0.3627380524613726,0.42652839340971815
ITI,1,0.93299425,1.8029006,6,7,8,5,3,4,7,8,8,9,9,8,7,8,9,9,8,IT65528,ITI,NA,NA,2.31,0.896,2.579,3.484,3.641,0.7276327632763276,0.7083698510078879,0.7295458561583319,0.755300035932447,0.7872376014050346
ITC,1,0.92492074,1.8029006,0,3,3,6,2,4,10,10,6,8,9,5,6,4,5,4,3,IT65549,ITC,NA,NA,-1.48,0.858,3.069,1.899,0.533,0.38649864986498655,0.7000438212094654,0.772839724332921,0.6129177146963708,0.5273061804800535
ITH,1,2.0005124,1.8029006,4,4,3,2,2,2,7,7,5,4,6,1,1,3,4,5,3,IT65555,ITH,NA,NA,-1.017,-0.869,0.783,-1.863,-1.505,0.4281728172817282,0.3216476774758984,0.5708605760735113,0.27497305066475025,0.35686208915279755
ITF,1,0.92311436,1.8029006,1,3,3,2,3,2,0,6,5,0,0,1,1,0,4,7,0,IT65583,ITF,NA,NA,-1.875,-0.756,-0.659,-2.174,-2.085,0.35094509450945094,0.34640666082383875,0.443452906874006,0.24703557312252966,0.30835493852973156
ITF,1,2.0648596,1.8029006,7,6,5,2,0,1,6,7,5,6,4,5,5,5,6,8,7,IT65592,ITF,NA,NA,1.459,-1.39,1.003,1.547,1.712,0.6510351035103511,0.20749342681858024,0.5902986393355717,0.581297161336687,0.6259095090741824
ITI,1,0.91473186,1.8029006,4,4,7,6,4,3,4,5,5,4,7,4,4,4,5,7,4,IT65596,ITI,NA,NA,0.223,0.627,-0.017,0.138,-0.1,0.5397839783978398,0.6494303242769501,0.5001767096660187,0.4547251167804527,0.47436647988625913
ITI,1,0.91473186,1.8029006,4,5,5,4,5,5,4,5,5,5,5,6,6,6,6,7,7,IT65619,ITI,NA,NA,0.321,1.249,0.069,1.741,1.4,0.5486048604860486,0.7857142857142858,0.5077752253048242,0.5987243981315128,0.5998160073597056
ITH,1,0.89695626,1.8029006,4,5,6,5,0,3,7,6,6,6,6,5,6,2,6,2,5,IT65634,ITH,NA,NA,0.16,-0.047,0.964,1.418,-0.519,0.5341134113411341,0.5017528483786152,0.5868528008482063,0.5697089471793029,0.4393242452120097
ITC,1,0.9341059,1.8029006,2,6,4,7,2,3,10,8,6,6,5,5,4,2,4,2,2,IT65655,ITC,NA,NA,-0.008,0.678,2.51,1.077,-0.767,0.5189918991899191,0.6606047326906223,0.7234493726806855,0.5390765361121092,0.4185832566697332
ITI,1,2.0861714,1.8029006,0,2,1,4,2,2,5,5,6,8,8,6,7,9,8,9,8,IT65708,ITI,NA,NA,-2.536,-0.59,0.456,2.404,3.181,0.2914491449144915,0.38277826468010523,0.5419685456794487,0.6582824290334172,0.7487664129798444
ITC,1,0.93679553,1.8029006,2,3,3,4,1,3,7,5,5,3,3,0,0,1,1,4,3,IT65739,ITC,NA,NA,-1.48,-0.161,0.595,-2.544,-2.536,0.38649864986498655,0.476774758983348,0.5542498674677505,0.21379805964786203,0.27063644726938196
ITC,1,0.92492074,1.8029006,4,4,4,6,2,3,2,2,2,4,5,5,4,3,4,3,4,IT65744,ITC,NA,NA,-0.226,0.349,-2.011,0.894,-0.376,0.4993699369936994,0.5885188431200701,0.32399717264534367,0.5226374416097737,0.4512837668311449
ITI,1,0.9127833,1.8029006,2,3,2,4,2,3,6,6,6,2,6,5,5,2,3,6,5,IT65748,ITI,NA,NA,-1.669,-0.074,0.855,0.488,-1.114,0.36948694869486953,0.49583698510078883,0.5772221240501855,0.48616600790513836,0.3895625993142093
ITI,1,0.9127833,1.8029006,8,8,8,5,3,4,8,8,8,8,4,7,7,3,8,6,6,IT65782,ITI,NA,NA,3.06,0.955,2.736,2.758,1.334,0.7951395139513951,0.7212971078001753,0.7434175649408022,0.6900826446280991,0.5942962281508739
ITH,1,0.95501965,1.8029006,4,4,2,5,2,3,5,6,5,3,1,0,0,5,1,2,4,IT65786,ITH,NA,NA,-1.215,0.113,0.123,-2.709,-2.242,0.4103510351035104,0.5368098159509203,0.51254638628733,0.19897592526051025,0.29522455465417746
ITI,1,0.9127833,1.8029006,8,5,6,6,4,4,8,8,7,6,6,4,4,5,7,4,7,IT65816,ITI,NA,NA,1.698,1.188,2.337,0.467,0.836,0.6725472547254725,0.7723488168273445,0.7081639865700654,0.48427955443765713,0.5526469850296898
ITF,1,1.0035406,1.8029006,8,5,8,6,1,3,7,7,2,7,7,4,4,7,6,4,4,IT65818,ITF,NA,NA,2.17,0.39,0.317,0.947,1.344,0.715031503150315,0.5975021910604733,0.5296872238911469,0.527398490837226,0.5951325583340303
ITH,1,0.91409826,1.8029006,1,2,1,4,3,4,0,1,1,6,7,6,0,4,4,6,7,IT65826,ITH,NA,NA,-2.769,0.319,-3.489,0.18,-0.419,0.2704770477047705,0.581945661700263,0.19340872945750134,0.458498023715415,0.44768754704357283
ITH,1,0.89695626,1.8029006,6,6,6,5,1,2,2,2,3,0,5,0,0,6,10,6,7,IT65828,ITH,NA,NA,0.669,-0.457,-2.096,-2.628,1.125,0.5799279927992799,0.4119193689745837,0.31648701183954764,0.20625224577793747,0.576816927322907
ITH,1,0.95501965,1.8029006,7,2,3,5,4,3,3,4,4,6,7,3,6,7,6,4,3,IT65845,ITH,NA,NA,-0.431,0.382,-0.994,0.686,0.603,0.48091809180918094,0.5957493426818581,0.41385403781586855,0.5039525691699605,0.5331604917621476
ITF,1,0.92311436,1.8029006,4,6,7,2,2,1,2,1,0,5,4,0,0,0,3,4,7,IT65854,ITF,NA,NA,0.429,-1.282,-3.225,-2.354,-2.052,0.5583258325832584,0.2311568799298861,0.21673440537197383,0.23086597197269135,0.31111482813414737
ITH,1,0.95501965,1.8029006,4,6,8,2,1,1,6,3,4,4,1,1,1,3,4,1,3,IT65866,ITH,NA,NA,0.364,-1.408,-0.839,-1.896,-1.947,0.5524752475247525,0.20354951796669593,0.42754903693232027,0.2720086237872799,0.3198962950572886
ITG,1,0.91477346,1.8029006,5,5,4,4,1,3,4,4,4,3,8,3,3,4,6,7,7,IT65875,ITG,NA,NA,0.405,-0.257,-0.444,0.251,1.02,0.5561656165616562,0.45574057843996496,0.46244919597101963,0.46487603305785125,0.5680354603997658
ITC,1,0.8810579,1.8029006,4,4,5,7,2,3,0,0,0,6,6,6,6,6,6,6,7,IT65896,ITC,NA,NA,0.071,0.501,-3.51,2.249,1.893,0.5261026102610261,0.6218229623137599,0.19155327796430466,0.6443586058210563,0.6410470853893117
ITH,1,0.91409826,1.8029006,4,4,4,5,1,3,8,7,5,0,9,0,0,0,3,2,7,IT65897,ITH,NA,NA,-0.832,0.026,0.972,-3.04,-2.852,0.44482448244824485,0.5177475898334793,0.5875596395122814,0.1692418253683076,0.24420841348164257
ITI,1,2.0488539,1.8029006,4,4,5,5,4,2,7,5,6,6,6,5,4,5,6,5,4,IT65905,ITI,NA,NA,-0.138,0.008,0.863,0.784,0.407,0.5072907290729073,0.5138036809815951,0.5779289627142605,0.5127560186848724,0.516768420172284
ITI,1,0.93299425,1.8029006,8,8,8,6,3,3,7,8,8,5,8,2,6,0,6,1,1,IT65955,ITI,NA,NA,2.74,0.697,2.409,-0.178,-1.809,0.7663366336633664,0.6647677475898335,0.7145255345467397,0.4263384836507366,0.33143765158484567
ITC,1,2.0399725,1.8029006,0,5,4,6,1,3,0,0,5,5,0,7,3,7,7,1,6,IT65962,ITC,NA,NA,-1.013,0.166,-1.971,1.742,1.664,0.4285328532853286,0.5484224364592463,0.3275313659657183,0.5988142292490118,0.6218951241950321
ITI,1,2.0488539,1.8029006,4,4,3,7,3,5,10,10,10,3,4,0,0,2,4,4,5,IT65989,ITI,NA,NA,-0.484,1.626,4.082,-2.816,-1.836,0.47614761476147616,0.8683172655565293,0.8623431701714084,0.18936399568810638,0.3291795600903236
ITI,1,0.93299425,1.8029006,4,3,6,3,2,3,7,7,7,3,5,3,2,5,5,7,7,IT66016,ITI,NA,NA,-0.296,-0.201,1.705,-0.863,0.245,0.49306930693069306,0.4680105170902717,0.6523237321081463,0.3648041681638519,0.5032198712051518
ITG,1,0.91477346,1.8029006,3,3,5,4,3,2,5,5,5,4,8,4,3,2,5,5,5,IT66021,ITG,NA,NA,-0.542,-0.438,0.288,0.628,-0.104,0.47092709270927097,0.416082383873795,0.5271249337338753,0.49874236435501257,0.47403194781299657
ITC,1,0.93679553,1.8029006,2,5,2,2,1,2,7,1,2,7,7,2,5,6,6,3,7,IT66026,ITC,NA,NA,-1.016,-1.024,-1.387,0.334,1.12,0.4282628262826283,0.2876862401402279,0.37913058844318787,0.4723320158102766,0.5763987622313289
ITH,1,0.89695626,1.8029006,9,9,7,6,1,3,3,2,3,5,5,5,5,7,8,10,10,IT66056,ITH,NA,NA,2.954,0.305,-1.702,1.431,2.731,0.7855985598559856,0.5788781770376863,0.35129881604523766,0.5708767517067912,0.7111315547378104
ITF,1,0.9633024,1.8029006,6,7,5,7,4,5,6,6,5,6,6,6,6,5,6,3,3,IT66063,ITF,NA,NA,1.782,1.856,0.859,2.163,0.883,0.6801080108010802,0.9187116564417179,0.57757554338222306,0.6366331297161336,0.5565777368905244
ITH,1,0.95501965,1.8029006,6,6,6,7,2,3,5,6,6,5,5,1,1,2,5,2,2,IT66073,ITH,NA,NA,0.845,0.61,0.557,-1.766,-1.894,0.5957695769576958,0.6457055214723927,0.5508923838133947,0.2836866690621631,0.32432884502801707
ITF,1,0.93809986,1.8029006,3,4,3,1,2,1,4,4,6,6,7,3,3,6,6,4,4,IT66085,ITF,NA,NA,-0.83,-1.458,-0.027,0.049,0.766,0.445004500450045,0.19259421560035062,0.49929316133592505,0.44673014732303273,0.5467926737475955
ITI,1,0.93299425,1.8029006,5,5,5,7,3,2,9,9,8,7,8,6,6,5,7,4,6,IT66091,ITI,NA,NA,0.665,0.359,3.086,1.921,1.125,0.5795679567956796,0.5907099035933392,0.7743417564940802,0.614893999281351,0.576816927322907
ITF,1,0.9633024,1.8029006,4,4,4,6,4,3,5,5,5,3,3,3,3,5,5,6,5,IT66100,ITF,NA,NA,-0.131,0.672,0.228,-0.235,0.462,0.5079207920792079,0.6592900964066609,0.5218236437533132,0.4212181099532878,0.5213682361796437
ITF,1,0.93809986,1.8029006,7,6,4,5,4,3,7,7,6,0,4,0,0,0,3,4,0,IT66126,ITF,NA,NA,1.087,0.584,1.424,-2.836,-2.717,0.6175517551755175,0.6400087642418931,0.6274960240325146,0.18756737333812434,0.2554988709542527
ITF,1,0.92311436,1.8029006,4,4,4,4,2,2,5,5,5,2,4,0,0,2,3,8,5,IT66130,ITF,NA,NA,-0.443,-0.427,0.101,-2.543,-1.25,0.4798379837983799,0.4184925503943909,0.5106025799611239,0.2138878907653611,0.3781885088232834
ITC,1,0.92492074,1.8029006,3,3,4,4,2,3,2,2,2,0,0,0,0,3,3,2,2,IT66185,ITC,NA,NA,-1.106,-0.093,-2.144,-2.771,-1.914,0.4201620162016202,0.4916739702015776,0.31224597985509805,0.19340639597556594,0.3226561846617045
ITC,1,2.0399725,1.8029006,3,3,2,3,1,3,2,5,5,0,0,0,0,0,0,4,4,IT66211,ITC,NA,NA,-1.494,-0.377,-0.395,-2.889,-3.089,0.3852385238523853,0.4294478527607362,0.4667785827884785,0.18280632411067196,0.224387388140838
ITH,1,0.89695626,1.8029006,4,4,3,6,2,3,6,5,5,6,8,3,3,4,6,6,5,IT66224,ITH,NA,NA,-0.774,0.323,0.145,-0.164,-0.005,0.45004500450045004,0.5828220858895706,0.5144901926135359,0.42759611929572405,0.48231161662624406
ITI,1,0.9127833,1.8029006,4,4,5,6,1,3,5,3,3,7,7,7,7,8,8,7,6,IT66234,ITI,NA,NA,-0.02,0.187,-0.957,2.707,2.603,0.517911791179118,0.5530236634531113,0.4171231666372151,0.685501257635645,0.7004265283934097
ITG,1,0.7701326,1.8029006,7,6,6,4,3,3,8,8,6,5,9,5,5,2,5,5,3,IT66244,ITG,NA,NA,1.877,0.169,2.157,1.744,0.121,0.6886588658865886,0.549079754601227,0.6922601166283796,0.5989938914840099,0.4928493769340136
ITI,1,0.91473186,1.8029006,5,6,4,6,2,3,6,4,4,5,4,3,0,5,5,3,5,IT66248,ITI,NA,NA,0.346,0.356,-0.27,-1.279,-0.542,0.5508550855085509,0.5900525854513584,0.4778229369146492,0.3274344232842257,0.4374006857907502
ITI,1,0.9127833,1.8029006,4,3,3,5,1,3,6,6,6,6,6,7,7,3,6,7,7,IT66251,ITI,NA,NA,-0.696,0.031,0.963,2.426,0.776,0.4570657065706571,0.518843120070114,0.5867644460151971,0.6602587136183974,0.5476290039307519
ITI,1,0.9127833,1.8029006,7,8,7,6,4,2,3,4,4,7,9,5,4,7,9,8,7,IT66265,ITI,NA,NA,2.285,0.255,-0.682,1.125,2.465,0.7253825382538255,0.567922874671341,0.44142074571479056,0.543388429752066,0.6888851718658526
ITC,1,0.8810579,1.8029006,6,6,4,7,2,3,9,10,8,3,7,2,2,0,4,5,5,IT66267,ITC,NA,NA,1.089,0.746,3.524,-0.981,-1.171,0.6177317731773178,0.6755039439088519,0.8130411733521824,0.35420409629895794,0.38479551727021827
ITC,1,0.93679553,1.8029006,7,8,7,7,2,4,7,8,8,0,0,0,0,8,6,7,6,IT66289,ITC,NA,NA,2.557,1.19,2.693,-2.313,1.517,0.7498649864986499,0.7727870289219982,0.7396183071213996,0.2345490477901545,0.6096010705026343
ITC,1,0.9341059,1.8029006,7,4,8,4,4,3,7,6,7,8,7,8,8,7,7,8,7,IT66292,ITC,NA,NA,1.938,0.425,1.883,4.002,3.325,0.6941494149414942,0.605170902716915,0.6680508923838134,0.8018325547969816,0.7608095676172953
ITI,1,0.91473186,1.8029006,4,4,4,4,2,3,3,3,3,8,3,5,5,8,7,6,6,IT66298,ITI,NA,NA,-0.369,-0.096,-1.401,1.363,1.864,0.48649864986498653,0.4910166520595969,0.37789362078105676,0.5647682357168523,0.6386217278581584
ITI,1,0.9187662,1.8029006,7,7,8,6,6,5,4,5,6,6,6,7,8,6,8,5,4,IT66318,ITI,NA,NA,2.504,1.885,0.515,2.86,1.779,0.7450945094509451,0.9250657318141982,0.5471814808270012,0.6992454186130075,0.6315129213013297
ITC,1,0.93679553,1.8029006,0,0,0,4,3,3,2,8,2,3,2,0,0,1,1,4,0,IT66343,ITC,NA,NA,-3.545,-0.024,-0.564,-2.632,-2.946,0.20063006300630065,0.5067922874671341,0.45184661600989573,0.20589292130794107,0.23634690975997322
ITC,1,0.93679553,1.8029006,7,7,7,6,2,3,4,4,4,7,7,6,7,5,7,7,6,IT66374,ITC,NA,NA,2.365,0.509,-0.243,2.699,2.185,0.7325832583258326,0.6235758106923751,0.4802085174059021,0.6847826086956521,0.665467926737476
ITI,1,0.93299425,1.8029006,6,6,5,4,2,3,4,5,4,2,3,1,1,3,1,3,4,IT66391,ITI,NA,NA,0.66,-0.005,-0.438,-2.317,-2.479,0.5791179117911791,0.5109553023663453,0.46297932496907584,0.23418972332015808,0.2754035293133729
ITI,1,0.91473186,1.8029006,2,4,3,4,2,3,5,3,2,1,7,1,1,5,7,7,1,IT66413,ITI,NA,NA,-1.435,-0.156,-1.474,-2.234,-0.29,0.39054905490549063,0.4778702892199825,0.37144371797137304,0.24164570607258354,0.45847620640628917
ITC,1,0.9341059,1.8029006,8,8,8,6,0,3,10,9,8,3,8,5,5,2,8,6,2,IT66418,ITC,NA,NA,3.178,0.389,3.572,1.296,0.913,0.8057605760576058,0.5972830850131463,0.817282205336632,0.5587495508444125,0.5590867274399933
ITI,1,0.91473186,1.8029006,9,8,8,6,3,2,8,2,1,7,10,7,7,8,8,8,8,IT66426,ITI,NA,NA,3.144,0.159,-1.182,2.809,3.027,0.8027002700270027,0.5468886941279579,0.39724332921010785,0.6946640316205533,0.7358869281592372
ITI,1,0.9127833,1.8029006,0,3,2,6,3,2,4,4,5,9,9,6,7,8,10,9,7,IT66438,ITI,NA,NA,-2.032,-0.072,-0.293,2.522,3.349,0.33681368136813683,0.4962751971954426,0.4757907757554338,0.668882500898311,0.7628167600568705
ITH,1,0.89695626,1.8029006,4,6,6,5,1,1,8,6,7,4,5,3,5,2,5,3,6,IT66442,ITH,NA,NA,0.298,-0.771,1.426,0.107,-0.883,0.5465346534653466,0.3431200701139352,0.6276727336985334,0.4519403521379806,0.40888182654512
ITF,1,0.93809986,1.8029006,6,3,5,5,3,3,10,10,8,9,9,2,0,1,6,6,6,IT66443,ITF,NA,NA,0.443,0.469,3.539,-0.926,-0.337,0.5595859585958596,0.6148115687992989,0.8143664958473229,0.3591448077614085,0.4545454545454546
ITF,1,0.9633024,1.8029006,4,5,3,6,3,3,4,2,2,2,5,1,1,2,3,1,3,IT66444,ITF,NA,NA,-0.362,0.486,-1.868,-1.963,-2.134,0.4871287128712872,0.6185363716038563,0.33663191376568297,0.2659899389148401,0.3042569206322656
ITH,1,0.89695626,1.8029006,3,3,5,2,0,2,0,0,0,1,2,3,3,3,0,2,3,IT66462,ITH,NA,NA,-1.475,-1.268,-4.183,-0.968,-2.795,0.3869486948694869,0.2342243645924628,0.13209047534900162,0.35537190082644626,0.24897549552563353
ITI,1,0.93299425,1.8029006,2,2,2,6,3,3,8,8,8,8,9,4,5,2,5,6,5,IT66469,ITI,NA,NA,-1.774,0.475,2.479,0.711,-0.503,0.36003600360036003,0.6161262050832603,0.7207103728573954,0.506198347107438,0.44066237350505977
ITG,1,0.9552881,1.8029006,8,6,4,4,3,3,8,8,7,4,7,5,5,2,3,8,7,IT66475,ITG,NA,NA,1.795,0.172,2.478,1.669,0.297,0.6812781278127813,0.5497370727432078,0.720622018024386,0.5922565576715774,0.5075687881575646
ITC,1,0.8810579,1.8029006,8,9,10,6,2,3,3,5,5,3,6,5,5,7,8,7,5,IT66484,ITC,NA,NA,3.777,0.575,0.212,1.463,2.633,0.8596759675967597,0.6380368098159509,0.5204099664251635,0.5737513474667625,0.7029355189428786
ITH,1,0.91409826,1.8029006,4,8,7,4,2,2,5,5,8,7,8,0,0,7,5,6,5,IT66538,ITH,NA,NA,0.983,-0.405,0.924,-2.046,0.159,0.6081908190819082,0.4233128834355829,0.5833186075278318,0.2585339561624147,0.4960274316300075
ITC,1,0.8810579,1.8029006,3,3,3,3,1,3,4,4,5,1,2,0,0,0,0,2,3,IT66545,ITC,NA,NA,-1.298,-0.361,-0.289,-2.82,-3.378,0.4028802880288029,0.4329535495179667,0.4761441950874713,0.18900467121811,0.20021744584762063
ITH,1,2.0005124,1.8029006,6,5,6,4,4,3,8,8,6,4,7,2,2,3,3,5,7,IT66571,ITH,NA,NA,0.658,0.319,1.703,-1.105,-1.132,0.578937893789379,0.581945661700263,0.6521470224421276,0.3430650377290693,0.3880572049845279
ITI,1,0.93299425,1.8029006,5,6,3,4,2,3,4,8,6,5,5,2,2,2,2,5,5,IT66576,ITI,NA,NA,0.127,0.012,1.055,-1.301,-1.887,0.5311431143114311,0.5146801051709028,0.5948930906520586,0.3254581386992454,0.3249142761562265
ITF,1,0.93809986,1.8029006,7,6,4,1,0,3,5,6,5,6,5,5,8,7,8,5,5,IT66588,ITF,NA,NA,1.387,-0.728,0.584,2.411,2.455,0.6445544554455446,0.35254163014899215,0.5532779643046475,0.6589112468559108,0.6880488416826963
ITI,1,0.91473186,1.8029006,6,6,5,6,3,3,3,2,0,7,8,2,2,4,3,4,6,IT66598,ITI,NA,NA,0.718,0.448,-2.685,-1.046,-1.13,0.5843384338433844,0.6102103418054339,0.26444601519703126,0.3483650736615163,0.38822447102115915
ITG,1,0.9552881,1.8029006,5,6,3,5,3,3,8,10,8,1,6,4,4,2,6,7,7,IT66600,ITG,NA,NA,0.745,0.324,3.328,0.741,0.712,0.5867686768676869,0.5830411919368974,0.7957236260823467,0.508893280632411,0.5422764907585514
ITF,1,0.93809986,1.8029006,7,8,6,4,3,3,4,5,3,7,7,5,5,8,8,7,6,IT66615,ITF,NA,NA,2.366,0.251,-0.454,1.775,2.86,0.7326732673267328,0.5670464504820333,0.461565647640926,0.6017786561264821,0.7219202141005269
ITG,1,0.7701326,1.8029006,0,2,0,6,2,3,5,6,4,3,3,0,0,5,5,6,3,IT66639,ITG,NA,NA,-2.765,0.116,0.161,-1.946,-0.121,0.27083708370837084,0.537467134092901,0.5159038699416858,0.2675170679123249,0.4726101865016308
