region,regunit,dweight,pweight,ppltrst,pplfair,pplhlp,sclmeet,inprdsc,sclact,imbgeco,imueclt,imwbcnt,trstprl,trstlgl,trstplt,trstprt,stfgov,stfdem,stfedu,stfhlth,unique_id,nuts1,nuts2,nuts3,F1W,F2W,F3W,F4W,F5W,F1W_scaled,F2W_scaled,F3W_scaled,F4W_scaled,F5W_scaled
BE21,2,1.0149261,0.6150738,6,5,3,7,4,5,4,6,4,4,2,2,2,2,1,4,6,BE97702,BE2,BE21,NA,-0.989,1.319,-0.905,-1.934,-2.909,0.43069306930693074,0.8010517090271692,0.42171761795370205,0.26859504132231404,0.23944133143765162
BE24,2,1.0149261,0.6150738,10,10,10,6,4,3,7,10,5,8,5,5,5,7,7,7,9,BE97765,BE2,BE24,NA,3.291,0.503,1.375,1.02,1.624,0.815931593159316,0.6222611744084138,0.6231666372150557,0.5339561624146605,0.618549803462407
BE32,2,1.0149261,0.6150738,3,2,2,1,0,1,4,6,5,5,6,6,3,4,3,6,7,BE97785,BE3,BE32,NA,-2.286,-2.067,-0.682,0.593,-0.523,0.313951395139514,0.059158632778264685,0.44142074571479056,0.49559827524254396,0.4389897131387472
BE33,2,1.0149261,0.6150738,3,5,3,4,3,3,5,7,5,2,4,2,2,2,4,8,8,BE97789,BE3,BE33,NA,-1.173,-0.173,-0.132,-1.618,-1.056,0.41413141314131413,0.4741454864154251,0.4900159038699417,0.29698167445203016,0.39441331437651583
BE10,2,0.9596873,0.6150738,3,6,3,5,3,2,3,5,3,7,5,4,3,6,7,3,7,BE97930,BE1,BE10,NA,-1.256,-0.549,-2.344,-0.307,0.274,0.40666066606660667,0.3917616126205084,0.294575013253225,0.4147502694933524,0.5056452287363051
BE24,2,1.0149261,0.6150738,8,7,7,4,4,2,5,7,7,8,8,7,6,7,8,7,8,BE97951,BE2,BE24,NA,1.229,-0.426,0.702,2.097,2.001,0.6303330333033303,0.4187116564417178,0.5637038345997526,0.6307042759611929,0.6500794513673998
BE23,2,1.0149261,0.6150738,6,6,6,3,4,2,3,3,3,5,4,3,2,7,4,4,8,BE98021,BE2,BE23,NA,-0.274,-0.771,-2.253,-1.174,-0.351,0.4950495049504951,0.3431200701139352,0.30261530305707723,0.3368666906216313,0.4533745922890357
BE21,2,1.0149261,0.6150738,4,5,4,5,4,2,4,4,4,6,7,5,4,4,4,8,8,BE98031,BE2,BE21,NA,-1.373,-0.409,-1.464,0.254,-0.377,0.3961296129612961,0.4224364592462752,0.37232726630146673,0.46514552641034856,0.4512001338128293
BE25,2,1.0149261,0.6150738,4,7,4,5,4,3,3,8,4,2,1,4,3,3,1,7,9,BE98050,BE2,BE25,NA,-0.836,0.081,-0.541,-0.914,-1.715,0.44446444644464445,0.5297984224364592,0.4538787771691111,0.3602227811713978,0.339299155306515
BE10,2,0.94476265,0.6150738,8,8,4,6,4,2,6,10,5,9,8,6,8,8,8,3,9,BE98075,BE1,BE10,NA,1.355,-0.023,0.467,2.277,2.099,0.6416741674167417,0.507011393514461,0.5429404488425517,0.6468738771110312,0.6582754871623316
BE32,2,1.0149261,0.6150738,2,9,1,1,1,1,5,4,9,0,0,2,0,5,5,2,7,BE98082,BE3,BE32,NA,-0.941,-1.866,0.241,-2.315,-0.862,0.43501350135013506,0.10319894829097284,0.5229722565824351,0.23436938555515632,0.41063811992974825
BE24,2,1.0149261,0.6150738,6,2,5,4,2,3,7,6,8,6,7,5,5,6,6,6,7,BE98089,BE2,BE24,NA,-1.246,-0.364,0.99,0.629,0.547,0.4075607560756076,0.43229623137598605,0.58915002650645,0.4988321954725117,0.5284770427364723
BE24,2,1.0149261,0.6150738,8,8,6,6,4,3,4,5,6,5,4,2,1,5,5,3,7,BE98091,BE2,BE24,NA,1.009,0.347,-0.469,-1.869,-0.951,0.6105310531053105,0.5880806310254163,0.46024032514578544,0.27443406395975567,0.40319478129965713
BE32,2,1.0149261,0.6150738,5,6,3,2,1,2,4,0,5,4,7,3,3,4,6,8,10,BE98098,BE3,BE32,NA,-0.421,-1.283,-2.261,-0.609,0.447,0.4818181818181818,0.2309377738825592,0.3019084643930023,0.3876212720086238,0.5201137409049092
BE21,2,0.94463545,0.6150738,5,5,4,5,4,2,5,5,3,4,3,5,5,4,7,4,8,BE98152,BE2,BE21,NA,-1.05,-0.391,-1.289,0.376,0.008,0.42520252025202526,0.42638036809815955,0.3877893620781057,0.47610492274523897,0.4833988458643472
BE23,2,1.0149261,0.6150738,7,7,6,5,4,2,2,5,3,5,4,6,5,5,5,8,9,BE98313,BE2,BE23,NA,0.512,-0.33,-1.791,0.958,0.484,0.5657965796579658,0.43974583698510084,0.34343523590740416,0.5283866331297161,0.5232081625825876
BE35,2,1.0149261,0.6150738,8,8,6,6,4,2,4,6,5,7,8,7,5,2,7,5,3,BE98323,BE3,BE35,NA,1.945,0.067,-0.419,1.859,-0.084,0.6947794779477948,0.5267309377738826,0.4646580667962538,0.6093244699964067,0.4757046081793092
BE23,2,1.0149261,0.6150738,8,8,7,5,3,4,8,7,5,8,7,6,6,8,8,6,9,BE98353,BE2,BE23,NA,1.589,0.514,0.688,1.713,2.15,0.6627362736273628,0.6246713409290097,0.5624668669376215,0.5962091268415378,0.6625407710964288
BE23,2,1.0149261,0.6150738,7,6,6,5,4,4,5,5,6,7,7,7,7,6,6,7,7,BE98415,BE2,BE23,NA,0.496,0.584,-0.184,2.157,1.059,0.5643564356435643,0.6400087642418931,0.48542145255345465,0.636094143011139,0.5712971481140754
BE23,2,1.0149261,0.6150738,6,7,4,5,4,2,5,4,5,3,3,3,3,5,4,7,8,BE98420,BE2,BE23,NA,-0.283,-0.351,-0.932,-1.105,-0.518,0.49423942394239423,0.4351446099912358,0.4193320374624492,0.3430650377290693,0.43940787823032534
BE22,2,1.0149261,0.6150738,8,9,6,7,4,3,5,5,5,7,4,4,4,7,7,5,8,BE98446,BE2,BE22,NA,1.487,0.557,-0.501,0.138,0.963,0.6535553555355536,0.6340929009640667,0.45741297048948576,0.4547251167804527,0.5632683783557748
BE24,2,1.0149261,0.6150738,7,8,8,6,4,3,7,7,5,7,6,6,6,7,8,8,8,BE98476,BE2,BE24,NA,1.457,0.392,0.48,1.596,1.966,0.6508550855085509,0.5979404031551271,0.5440890616716734,0.585698886094143,0.6471522957263528
BE25,2,1.0149261,0.6150738,5,7,5,4,2,2,4,2,2,5,7,4,4,5,5,8,8,BE98508,BE2,BE25,NA,-0.445,-0.859,-2.649,-0.202,0.042,0.47965796579657966,0.32383873794916745,0.2676267891853684,0.4241825368307582,0.4862423684870787
BE25,2,0.96236247,0.6150738,5,4,7,4,3,3,7,8,5,7,6,4,3,6,6,7,6,BE98516,BE2,BE25,NA,-0.649,-0.219,0.601,-0.226,0.346,0.4612961296129613,0.46406660823838747,0.5547799964658067,0.4220265900107797,0.5116668060550306
BE21,2,1.0149261,0.6150738,5,6,4,7,0,3,4,5,5,2,3,0,1,3,3,7,6,BE98532,BE2,BE21,NA,-0.993,-0.096,-0.92,-3.132,-2.069,0.43033303330333034,0.4910166520595969,0.4203922954585616,0.16097736255839024,0.30969306682278164
BE33,2,1.0149261,0.6150738,6,8,7,5,3,5,4,5,4,3,2,3,2,4,6,3,7,BE98580,BE3,BE33,NA,1.454,0.986,-1.044,-0.998,-0.439,0.6505850585058506,0.7280893952673094,0.4094362961654003,0.3526769673014732,0.4460148866772602
BE21,2,0.94463545,0.6150738,7,8,5,5,0,1,5,6,4,5,7,5,7,5,5,7,7,BE98614,BE2,BE21,NA,0.547,-1.256,-0.654,1.051,0.263,0.5689468946894689,0.23685363716038565,0.44389468103905283,0.5367409270571326,0.5047252655348331
BE22,2,1.0149261,0.6150738,3,3,5,6,2,3,3,4,3,3,3,4,2,3,3,4,6,BE98658,BE2,BE22,NA,-2.153,-0.095,-2.046,-1.143,-1.953,0.32592259225922593,0.49123575810692377,0.3209047534900159,0.3396514552641035,0.3193944969473948
BE25,2,1.0149261,0.6150738,2,2,7,7,5,4,7,7,6,3,2,2,2,3,5,1,2,BE98684,BE2,BE25,NA,-2.148,0.993,0.554,-1.981,-2.306,0.3263726372637264,0.7296231375985978,0.5506273193143665,0.2643729787998563,0.2898720414819771
BE32,2,1.0149261,0.6150738,5,5,5,4,2,3,3,7,4,2,3,2,2,5,5,5,5,BE98824,BE3,BE32,NA,-0.218,-0.282,-0.796,-1.555,-0.56,0.5000900090009002,0.45026292725679234,0.4313482947517229,0.30264103485447363,0.43589529146106876
BE32,2,1.0149261,0.6150738,4,1,3,7,3,4,4,9,9,0,6,0,0,5,8,9,5,BE98839,BE3,BE32,NA,-1.83,0.823,1.552,-3.016,0.275,0.354995499549955,0.6923751095530237,0.6388054426577134,0.17139777218828603,0.5057288617546207
BE21,2,1.0149261,0.6150738,2,1,4,6,3,1,7,2,4,3,1,2,2,1,2,4,8,BE98865,BE2,BE21,NA,-3.341,-0.876,-1.624,-2.082,-2.826,0.218991899189919,0.32011393514461006,0.35819049301996825,0.255300035932447,0.24638287195784897
BE23,2,1.0149261,0.6150738,3,3,7,1,3,4,10,2,6,0,0,0,3,0,4,7,8,BE98885,BE2,BE23,NA,-1.822,-0.433,-0.333,-2.837,-2.366,0.3557155715571557,0.4171779141104295,0.4722565824350592,0.1874775422206252,0.28485406038303923
BE33,2,1.0149261,0.6150738,7,8,7,6,4,3,6,6,5,6,7,5,4,4,7,6,9,BE98892,BE3,BE33,NA,1.889,0.491,-0.01,0.778,0.859,0.6897389738973898,0.6196319018404909,0.5007951934970843,0.5122170319798778,0.5545705444509492
BE22,2,1.0149261,0.6150738,8,7,5,6,4,4,4,7,5,7,5,5,4,6,6,4,7,BE98920,BE2,BE22,NA,0.771,0.784,-0.158,0.472,0.294,0.5891089108910892,0.6838299737072744,0.4877186782116982,0.4847287100251527,0.5073178891026177
BE10,2,1.0149261,0.6150738,6,6,3,6,4,3,9,10,8,4,3,4,4,2,6,8,7,BE98921,BE1,BE10,NA,-0.104,0.384,1.88,-0.339,-0.392,0.5103510351035103,0.5961875547765119,0.6677858278847854,0.4118756737333812,0.4499456385380948
BE22,2,0.91540194,0.6150738,7,4,3,7,4,2,5,5,5,3,6,2,2,3,3,3,8,BE98952,BE2,BE22,NA,-1.071,0.008,-0.709,-1.944,-2.011,0.42331233123312334,0.5138036809815951,0.43903516522353775,0.26769673014732304,0.31454378188508825
BE24,2,1.0149261,0.6150738,7,6,4,6,4,3,3,4,4,3,9,2,3,2,4,6,9,BE98998,BE2,BE24,NA,-0.303,0.26,-1.643,-1.621,-1.522,0.4924392439243925,0.5690184049079755,0.35651175119279027,0.2967121810995329,0.35544032784143176
BE22,2,1.0149261,0.6150738,3,1,3,2,2,2,7,5,5,5,5,5,5,5,1,1,7,BE99031,BE2,BE22,NA,-3.062,-1.285,-0.413,0.251,-1.759,0.24410441044104414,0.2304995617879054,0.4651881957943099,0.46487603305785125,0.3356193025006272
BE25,2,0.96236247,0.6150738,6,4,6,6,3,2,1,4,2,5,5,5,5,5,4,7,9,BE99058,BE2,BE25,NA,-0.703,-0.35,-2.647,0.459,-0.08,0.45643564356435645,0.43536371603856266,0.2678034988513872,0.48356090549766434,0.4760391402525717
BE31,2,1.0149261,0.6150738,7,5,7,4,6,5,7,8,4,8,8,7,7,6,6,5,7,BE99084,BE3,BE31,NA,1.277,1.234,0.468,2.62,1.305,0.6346534653465347,0.7824276950043821,0.5430288036755611,0.6776859504132231,0.5918708706197207
BE23,2,1.0149261,0.6150738,5,5,7,4,2,3,6,4,2,4,3,2,3,2,4,7,8,BE99096,BE2,BE23,NA,-0.645,-0.405,-1.744,-1.535,-1.484,0.46165616561656164,0.4233128834355829,0.34758791305884434,0.3044376572044556,0.3586183825374258
BE24,2,1.0149261,0.6150738,8,8,7,5,5,3,9,6,5,8,9,7,7,6,7,8,8,BE99158,BE2,BE24,NA,1.582,0.351,0.589,2.334,1.633,0.6621062106210621,0.588957055214724,0.5537197384696942,0.6519942508084801,0.6193025006272476
BE23,2,0.9556906,0.6150738,8,7,8,3,4,3,6,7,7,7,7,6,6,4,5,5,7,BE99161,BE2,BE23,NA,1.344,-0.158,0.851,1.382,-0.097,0.6406840684068408,0.4774320771253287,0.5768687047181481,0.5664750269493352,0.4746173789412059
BE22,2,1.0149261,0.6150738,5,5,5,6,5,3,5,9,7,6,0,0,2,0,5,5,8,BE99201,BE2,BE22,NA,-0.89,0.437,1.068,-2.488,-2.182,0.43960396039603966,0.6078001752848379,0.5960417034811805,0.21882860222781172,0.3002425357531153
BE10,2,1.0149261,0.6150738,6,5,6,4,4,4,5,6,5,6,8,8,6,8,8,7,8,BE99219,BE1,BE10,NA,0.321,0.375,-0.861,2.297,2.371,0.5486048604860486,0.5942156003505698,0.42560523060611416,0.6486704994610132,0.6810236681441834
BE23,2,1.0149261,0.6150738,7,7,6,4,4,3,6,8,7,4,5,5,4,5,5,7,7,BE99236,BE2,BE23,NA,0.627,-0.006,1.101,0.168,0.062,0.5761476147614761,0.5107361963190185,0.5989574129704895,0.45742005030542576,0.48791502885339133
BE23,2,1.0149261,0.6150738,2,4,4,6,6,4,5,7,4,4,3,3,3,5,5,7,7,BE99239,BE2,BE23,NA,-2.117,0.897,-0.417,-1.023,-0.401,0.3291629162916292,0.7085889570552147,0.4648347764622725,0.3504311893639957,0.44919294137325416
BE21,2,0.9432642,0.6150738,10,8,6,4,4,2,9,7,6,7,9,7,4,7,5,4,8,BE99248,BE2,BE21,NA,1.833,-0.378,1.134,1.363,0.73,0.6846984698469848,0.4292287467134093,0.6018731224597985,0.5647682357168523,0.5437818850882329
BE23,2,1.0149261,0.6150738,5,3,5,5,2,3,8,9,8,4,5,6,2,4,2,7,9,BE99270,BE2,BE23,NA,-1.281,-0.138,1.99,-0.075,-0.9,0.40441044104410445,0.4818141980718668,0.6775048595158155,0.43559108875314406,0.4074600652337543
BE25,2,1.0149261,0.6150738,7,6,4,4,4,2,5,5,5,8,7,6,6,7,7,8,8,BE99323,BE2,BE25,NA,-0.039,-0.522,-0.563,1.616,1.65,0.5162016201620162,0.39767747589833485,0.4519349708429051,0.587495508444125,0.6207242619386134
BE24,2,1.0149261,0.6150738,8,8,8,6,4,3,8,8,5,6,4,6,7,5,8,7,5,BE99327,BE2,BE24,NA,1.747,0.428,0.945,1.683,1.071,0.676957695769577,0.6058282208588958,0.5851740590210285,0.5935141933165649,0.572300744333863
BE22,2,0.96380615,0.6150738,4,3,6,6,3,2,5,7,3,1,3,4,2,2,1,4,7,BE99344,BE2,BE22,NA,-1.671,-0.336,-0.832,-1.387,-2.659,0.3693069306930693,0.43843120070113945,0.42816752076338577,0.31773266259432265,0.26034958601655933
BE23,2,1.0149261,0.6150738,8,8,5,3,4,2,2,2,5,2,3,2,2,1,5,9,9,BE99346,BE2,BE23,NA,0.607,-0.721,-2.084,-1.941,-1.25,0.5743474347434744,0.3540753724802805,0.31754726983566,0.26796622349982036,0.3781885088232834
BE23,2,0.95682275,0.6150738,3,4,6,6,2,2,3,4,4,3,5,1,1,4,6,7,7,BE99350,BE2,BE23,NA,-1.742,-0.524,-1.72,-2.519,-0.801,0.36291629162916295,0.397239263803681,0.34970842905106914,0.21604383758533954,0.41573973404700176
BG412,3,0.6965976,0.24717692,0,0,0,7,2,3,5,8,5,0,0,0,0,0,0,0,0,BG50021,BG4,BG41,BG412,-3.447,0.484,1.621,-2.53,-3.644,0.20945094509450946,0.6180981595092024,0.6449019261353596,0.21505569529284946,0.17797106297566279
BG411,3,1.1668059,0.24717692,0,4,5,3,1,2,3,3,3,2,3,1,1,1,2,3,5,BG50030,BG4,BG41,BG411,-1.482,-0.827,-0.737,-1.459,-1.747,0.3863186318631863,0.33085013146362846,0.4365612298992755,0.31126482213438733,0.33662289872041484
BG412,3,0.6965976,0.24717692,7,6,5,2,0,3,8,8,7,7,10,7,7,5,5,5,5,BG50036,BG4,BG41,BG412,1.752,-0.452,3.188,3.518,1.856,0.6774077407740774,0.41301489921121826,0.7833539494610355,0.7583542939274164,0.6379526637116333
BG425,3,1.1668059,0.24717692,3,7,8,5,2,3,5,3,2,0,4,0,0,2,5,2,2,BG50069,BG4,BG42,BG425,0.913,0.23,-0.543,-2.215,-1.222,0.6018901890189019,0.5624452234881683,0.45370206750309244,0.2433524973050665,0.3805302333361211
BG331,3,1.1668059,0.24717692,4,4,1,5,1,3,5,5,5,3,5,4,7,5,4,2,4,BG50125,BG3,BG33,BG331,-0.382,0.007,0.121,1.749,0.529,0.48532853285328537,0.5135845749342682,0.5123696766213112,0.5994430470715055,0.526971648406791
BG315,3,0.7578051,0.24717692,5,5,5,7,2,3,5,5,5,0,0,0,0,0,0,0,0,BG50131,BG3,BG31,BG315,0.649,0.578,0.03,-2.415,-3.539,0.5781278127812781,0.6386941279579317,0.504329386817459,0.22538627380524615,0.18675252989880403
BG411,3,1.166805,0.24717692,1,3,5,3,1,1,2,5,3,0,2,0,0,0,1,4,5,BG50137,BG4,BG41,BG411,-1.572,-1.258,-0.417,-2.391,-2.397,0.3782178217821782,0.23641542506573185,0.4648347764622725,0.22754222062522458,0.2822614368152547
BG331,3,2.3336117,0.24717692,6,7,3,6,4,3,0,0,0,3,5,3,3,3,5,6,3,BG50151,BG3,BG33,BG331,1.197,0.556,-3.799,0.252,0.126,0.6274527452745275,0.6338737949167398,0.16601873122459798,0.4649658641753503,0.4932675420255917
BG342,3,1.1668059,0.24717692,3,4,5,4,3,3,0,0,0,4,8,4,4,4,5,5,3,BG50160,BG3,BG34,BG342,-0.127,-0.02,-3.851,1.026,0.457,0.5082808280828083,0.5076687116564418,0.16142427990811098,0.534495149119655,0.5209500710880656
BG422,3,1.55574,0.24717692,5,7,1,6,4,3,0,0,0,5,6,5,5,5,5,3,3,BG50163,BG4,BG42,BG422,0.344,0.606,-2.893,1.808,0.755,0.5506750675067508,0.644829097283085,0.24606820993108325,0.6047430830039525,0.5458727105461236
BG312,3,0.71732265,0.24717692,3,6,3,4,2,3,2,6,5,3,3,2,3,3,1,3,6,BG50212,BG3,BG31,BG312,0.082,-0.039,-0.225,-0.279,-1.02,0.5270927092709271,0.5035056967572304,0.4817989044000707,0.41726554078332734,0.3974241030358786
BG411,3,2.3336117,0.24717692,2,2,0,2,1,2,2,5,1,3,7,2,1,4,4,6,6,BG50213,BG4,BG41,BG411,-2.364,-1.083,-0.997,-0.778,0.163,0.306930693069307,0.27475898334794047,0.41358897331684047,0.3724398131512756,0.49636196370327007
BG421,3,1.1668059,0.24717692,2,3,1,4,1,3,4,2,3,1,3,2,1,2,3,2,5,BG50252,BG4,BG42,BG421,-1.86,-0.224,-0.797,-1.094,-1.256,0.3522952295229523,0.46297107800175286,0.4312599399187136,0.34405318002155943,0.3776867107133896
BG315,3,0.7578051,0.24717692,3,3,3,7,2,3,5,5,5,0,0,0,0,0,0,0,0,BG50315,BG3,BG31,BG315,-0.896,0.502,-0.028,-2.451,-3.6,0.4390639063906391,0.6220420683610869,0.49920480650291577,0.2221523535752785,0.18165091578155057
BG325,3,0.7617088,0.24717692,1,6,4,4,3,3,6,7,6,2,2,5,2,1,2,3,2,BG50324,BG3,BG32,BG325,-0.191,0.127,1.145,0.563,-1.436,0.5025202520252026,0.539877300613497,0.6028450256229017,0.4929033417175709,0.3626327674165761
BG324,3,1.1668059,0.24717692,1,3,4,7,2,5,10,5,5,4,7,3,2,2,2,4,3,BG50330,BG3,BG32,BG324,-0.917,1.393,1.059,-0.054,-1.171,0.4371737173717372,0.8172655565293603,0.5952465099840961,0.4374775422206252,0.38479551727021827
BG331,3,1.1668054,0.24717692,6,6,5,2,4,1,10,7,7,3,4,5,5,4,6,6,8,BG50355,BG3,BG33,BG331,1.602,-0.896,2.346,1.807,1.759,0.663906390639064,0.31573181419807195,0.7089591800671498,0.6046532518864534,0.6298402609350171
BG314,3,1.1668059,0.24717692,3,2,0,4,1,3,3,4,4,0,0,0,0,0,0,5,5,BG50363,BG3,BG31,BG314,-1.854,-0.287,-1.056,-2.379,-2.603,0.35283528352835286,0.4491673970201578,0.40837603816928786,0.2286201940352138,0.2650330350422347
BG414,3,1.1668059,0.24717692,2,2,2,2,1,2,1,1,1,3,3,2,3,3,2,1,2,BG50375,BG4,BG41,BG414,-2.079,-1.085,-2.337,-0.425,-1.497,0.3325832583258326,0.27432077125328663,0.2951934970842905,0.4041501976284585,0.35753115329932256
BG343,3,0.6477538,0.24717692,1,1,1,7,1,5,2,3,8,0,0,1,1,1,1,2,2,BG50412,BG3,BG34,BG343,-2.283,1.162,-0.19,-1.689,-2.522,0.31422142214221427,0.7666520595968449,0.48489132355539843,0.29060366510959396,0.2718073095258008
BG322,3,1.1668059,0.24717692,3,0,5,5,3,2,10,5,8,0,3,0,0,5,0,5,3,BG50415,BG3,BG32,BG322,-1.213,-0.168,1.914,-2.212,-1.276,0.4105310531053106,0.4752410166520596,0.6707898922071037,0.24362199065756376,0.376014050347077
BG411,3,1.1668059,0.24717692,3,5,3,5,2,2,0,0,0,3,6,3,2,4,5,7,4,BG50423,BG4,BG41,BG411,-0.618,-0.344,-2.996,-0.042,0.521,0.4640864086408641,0.43667835232252417,0.23696766213111858,0.43855551563061446,0.5263025842602659
BG321,3,1.1668059,0.24717692,7,6,6,7,5,4,5,5,5,2,2,2,2,2,2,2,2,BG50433,BG3,BG32,BG321,1.978,1.469,0.183,-0.644,-1.572,0.6977497749774978,0.8339176161262051,0.5178476762678919,0.3844771828961552,0.3512586769256502
BG411,3,0.7247269,0.24717692,5,5,3,2,0,2,5,5,5,4,6,2,2,2,3,4,3,BG50443,BG4,BG41,BG411,0.006,-1.035,0.925,-0.476,-0.935,0.5202520252025203,0.285276073619632,0.5834069623608411,0.3995688106360043,0.40453290959270716
BG411,3,1.1668059,0.24717692,1,3,3,5,1,2,4,5,3,1,3,1,1,1,3,4,4,BG50445,BG4,BG41,BG411,-1.775,-0.441,0.028,-1.524,-1.483,0.35994599459946,0.4154250657318142,0.5041526771514402,0.30542579949694576,0.3587020155557414
BG321,3,0.725789,0.24717692,3,3,3,2,2,2,0,0,0,2,3,2,2,2,2,10,5,BG50446,BG3,BG32,BG321,-1.037,-1.019,-3.971,-0.642,-0.576,0.42637263726372643,0.2887817703768625,0.1508216999469871,0.3846568451311534,0.43455716316801873
BG413,3,0.6862659,0.24717692,5,5,5,7,2,3,10,10,10,2,2,3,3,2,2,2,3,BG50465,BG4,BG41,BG413,0.805,0.775,4.998,0.04,-1.172,0.5921692169216922,0.6818580192813322,0.9432761972079873,0.4459216672655408,0.38471188425190267
BG344,3,1.7502089,0.24717692,0,5,5,6,1,3,10,5,5,1,1,1,1,2,2,2,2,BG50476,BG3,BG34,BG344,-0.691,0.205,0.983,-1.493,-1.832,0.45751575157515756,0.5569675723049957,0.5885315426753843,0.3082105641394179,0.3295140921635862
BG413,3,1.1668059,0.24717692,5,5,5,7,2,3,5,5,5,0,0,0,0,0,0,0,0,BG50489,BG4,BG41,BG413,0.372,0.648,0.921,-2.448,-3.521,0.5531953195319532,0.6540315512708151,0.5830535430288037,0.22242184692777578,0.18825792422848542
BG344,3,1.1668059,0.24717692,0,0,0,7,2,3,5,5,5,0,3,0,0,0,0,0,0,BG50517,BG3,BG34,BG344,-3.215,0.389,-0.116,-2.506,-3.69,0.23033303330333035,0.5972830850131463,0.4914295811980916,0.2172116421128279,0.17412394413314378
BG342,3,1.166805,0.24717692,2,3,2,2,2,1,0,0,0,2,6,2,1,2,3,5,2,BG50534,BG3,BG34,BG342,-1.62,-1.478,-4.031,-0.988,-1.253,0.3738973897389739,0.1882120946538125,0.14552040996642518,0.35357527847646425,0.3779376097683365
BG314,3,0.67360014,0.24717692,3,6,4,6,4,3,7,7,5,5,6,4,3,5,7,5,3,BG50561,BG3,BG31,BG314,0.577,0.653,1.138,1.002,1.4,0.5716471647164717,0.6551270815074497,0.602226541791836,0.5323392022996766,0.5998160073597056
BG412,3,0.6965975,0.24717692,5,5,5,7,2,3,0,0,0,0,0,0,0,0,0,0,5,BG50611,BG4,BG41,BG412,0.18,0.528,-3.05,-2.442,-3.169,0.535913591359136,0.6277388255915863,0.23219650114861284,0.2229608336327704,0.21769674667558753
BG411,3,2.3336117,0.24717692,0,0,0,3,1,2,0,0,0,2,7,2,2,5,5,7,3,BG50623,BG4,BG41,BG411,-3.578,-1.009,-3.135,-0.615,0.463,0.19765976597659768,0.29097283085013154,0.22468634034281676,0.38708228530362915,0.5214518691979594
BG331,3,1.0154535,0.24717692,4,5,7,4,3,4,0,3,0,2,8,1,2,3,5,5,1,BG50634,BG3,BG33,BG331,0.782,0.474,-3.006,-0.995,-0.487,0.5900990099009902,0.6159070990359333,0.23608411380102493,0.3529464606539705,0.4420005017981099
BG421,3,0.8751039,0.24717692,3,4,2,4,2,3,3,3,3,1,3,0,1,1,1,3,2,BG50651,BG4,BG42,BG421,-1.168,-0.052,-0.718,-2.025,-2.442,0.4145814581458146,0.5006573181419808,0.43823997172645346,0.2604204096298958,0.27849795099105124
BG321,3,0.725789,0.24717692,5,5,5,3,3,2,2,2,2,5,4,3,3,3,3,7,5,BG50687,BG3,BG32,BG321,0.703,-0.563,-2.277,0.42,0,0.582988298829883,0.3886941279579317,0.30049478706485244,0.48005749191519936,0.48272978171782216
BG422,3,1.1668053,0.24717692,5,7,3,6,3,4,2,5,5,2,4,3,3,3,5,7,2,BG50724,BG4,BG42,BG422,0.833,1.016,0.498,0.157,0.234,0.5946894689468948,0.7346625766871167,0.5456794486658421,0.45643190801293565,0.5022999080036799
BG424,3,0.6668336,0.24717692,5,7,5,2,0,2,5,5,5,7,9,6,7,5,5,6,6,BG50732,BG4,BG42,BG424,1.265,-0.971,1.084,3.082,1.88,0.6335733573357336,0.29929886064855393,0.5974553808093304,0.7191879266978081,0.6399598561512084
BG314,3,1.7502089,0.24717692,2,3,4,4,3,3,3,3,5,3,2,3,3,5,6,4,3,BG50735,BG3,BG31,BG314,-0.771,0.021,-0.852,0.294,0.755,0.45031503150315033,0.5166520595968449,0.42640042410319845,0.46873877111031254,0.5458727105461236
BG423,3,1.1668059,0.24717692,0,4,6,5,3,3,6,7,7,5,7,6,5,7,6,6,6,BG50742,BG4,BG42,BG423,-0.636,0.368,2.474,2.409,2.462,0.46246624662466246,0.5926818580192813,0.7202685986923486,0.6587315846209126,0.6886342728109057
BG411,3,1.4585063,0.24717692,6,6,5,7,4,3,0,0,0,5,5,5,5,5,5,5,5,BG50749,BG4,BG41,BG411,1.19,0.835,-2.843,1.872,1.206,0.6268226822682269,0.6950043821209466,0.2504859515815515,0.610492274523895,0.5835912018064732
BG411,3,1.166805,0.24717692,8,7,5,7,4,3,0,0,0,5,6,5,5,5,7,4,5,BG50764,BG4,BG41,BG411,2.078,0.875,-2.799,1.936,1.661,0.7067506750675068,0.7037686240140228,0.2543735642339636,0.6162414660438376,0.6216442251400852
BG413,3,0.68626577,0.24717692,0,0,0,7,1,3,5,5,5,0,5,0,0,0,0,0,0,BG50768,BG4,BG41,BG413,-3.506,0.327,0.769,-2.54,-3.67,0.20414041404140418,0.5836985100788782,0.5696236084113802,0.21415738411785842,0.1757966044994564
BG411,3,1.1668053,0.24717692,4,4,2,7,6,3,1,1,1,4,6,3,3,5,5,5,5,BG50771,BG4,BG41,BG411,-0.581,1.025,-2.133,0.355,0.77,0.4674167416741674,0.7366345311130588,0.3132178830182011,0.47421846927775774,0.547127205820858
BG421,3,1.1668059,0.24717692,7,8,7,6,2,4,3,2,3,1,3,1,1,1,5,2,3,BG50826,BG4,BG42,BG421,2.268,0.92,-0.801,-1.412,-1.169,0.7238523852385239,0.7136283961437336,0.4309065205866761,0.31548688465684516,0.3849627833068495
